Source,Target,Type,Id,Label,timeset,Weight
118,10,Directed,3881,,<[1375156800.0]>,2
975,10,Directed,3882,,<[1367208000.0]>,2
1550,10,Directed,3883,,<[1366084800.0]>,2
935,10,Directed,3884,,<[1363320000.0]>,2
491,10,Directed,3885,,<[1348718400.0]>,2
1797,10,Directed,3886,,<[1349496000.0]>,2
1167,10,Directed,3887,,<[1347508800.0]>,2
2250,10,Directed,3888,,<[1346990400.0]>,2
487,10,Directed,3889,,<[1346040000.0]>,2
1040,10,Directed,3890,,<[1344657600.0]>,2
51,10,Directed,3891,,<[1339128000.0]>,2
265,10,Directed,3892,,<[1339905600.0]>,2
787,10,Directed,3893,,<[1338436800.0]>,2
454,10,Directed,3894,,<[1341201600.0]>,2
1424,10,Directed,3895,,<[1336449600.0]>,2
1772,10,Directed,3896,,<[1341374400.0]>,2
2204,10,Directed,3897,,<[1335758400.0]>,2
1150,10,Directed,3898,,<[1335412800.0]>,2
1762,10,Directed,3899,,<[1334980800.0]>,2
2190,10,Directed,3900,,<[1332648000.0]>,2
24,10,Directed,3901,,<[1336449600.0]>,2
33,10,Directed,3902,,<[1339041600.0]>,2
347,10,Directed,3903,,<[1341460800.0]>,2
175,10,Directed,3904,,<[1335844800.0]>,2
75,10,Directed,3905,,<[1341288000.0]>,2
99,10,Directed,3906,,<[1290056400.0]>,2
168,10,Directed,3907,,<[1289797200.0]>,2
1018,10,Directed,3908,,<[1308628800.0]>,1
482,10,Directed,3909,,<[1308628800.0]>,1
88,10,Directed,3910,,<[1418878800.0]>,1
222,10,Directed,3911,,<[1402372800.0]>,1
93,10,Directed,3912,,<[1370145600.0]>,1
492,10,Directed,3913,,<[1368849600.0]>,1
1573,10,Directed,3914,,<[1368417600.0]>,1
413,10,Directed,3915,,<[1368158400.0]>,1
49,10,Directed,3916,,<[1367899200.0]>,1
1673,10,Directed,3917,,<[1367640000.0]>,1
174,10,Directed,3918,,<[1367553600.0]>,1
1536,10,Directed,3919,,<[1367467200.0]>,1
1562,10,Directed,3920,,<[1367467200.0]>,1
156,10,Directed,3921,,<[1361336400.0]>,1
242,10,Directed,3922,,<[1360904400.0]>,1
56,10,Directed,3923,,<[1360558800.0]>,1
320,10,Directed,3924,,<[1360472400.0]>,1
3122,10,Directed,3925,,<[1359867600.0]>,1
296,10,Directed,3926,,<[1359867600.0]>,1
1111,10,Directed,3927,,<[1352523600.0]>,1
7334,10,Directed,3928,,<[1352437200.0]>,1
695,10,Directed,3929,,<[1349496000.0]>,1
1031,10,Directed,3930,,<[1347854400.0]>,1
3014,10,Directed,3931,,<[1347854400.0]>,1
89,10,Directed,3932,,<[1347508800.0]>,1
2986,10,Directed,3933,,<[1346990400.0]>,1
614,10,Directed,3934,,<[1346990400.0]>,1
456,10,Directed,3935,,<[1344744000.0]>,1
686,10,Directed,3936,,<[1344484800.0]>,1
29,10,Directed,3937,,<[1344484800.0]>,1
1137,10,Directed,3938,,<[1343793600.0]>,1
1327,10,Directed,3939,,<[1343448000.0]>,1
941,10,Directed,3940,,<[1341028800.0]>,1
103,10,Directed,3941,,<[1340942400.0]>,1
150,10,Directed,3942,,<[1340596800.0]>,1
166,10,Directed,3943,,<[1340596800.0]>,1
2957,10,Directed,3944,,<[1340164800.0]>,1
946,10,Directed,3945,,<[1339905600.0]>,1
741,10,Directed,3946,,<[1339473600.0]>,1
1288,10,Directed,3947,,<[1338523200.0]>,1
545,10,Directed,3948,,<[1338523200.0]>,1
315,10,Directed,3949,,<[1338436800.0]>,1
2215,10,Directed,3950,,<[1338004800.0]>,1
1324,10,Directed,3951,,<[1337140800.0]>,1
2908,10,Directed,3952,,<[1336190400.0]>,1
77,10,Directed,3953,,<[1335499200.0]>,1
318,10,Directed,3954,,<[1335326400.0]>,1
146,10,Directed,3955,,<[1335240000.0]>,1
92,10,Directed,3956,,<[1335067200.0]>,1
592,10,Directed,3957,,<[1334980800.0]>,1
639,10,Directed,3958,,<[1334030400.0]>,1
1146,10,Directed,3959,,<[1332993600.0]>,1
258,10,Directed,3960,,<[1344312000.0]>,1
2787,10,Directed,3961,,<[1332648000.0]>,1
2188,10,Directed,3962,,<[1332302400.0]>,1
69,10,Directed,3963,,<[1331611200.0]>,1
798,10,Directed,3964,,<[1331010000.0]>,1
1307,10,Directed,3965,,<[1330405200.0]>,1
66,10,Directed,3966,,<[1330405200.0]>,1
777,10,Directed,3967,,<[1325134800.0]>,1
2778,10,Directed,3968,,<[1319774400.0]>,1
2129,10,Directed,3969,,<[1319515200.0]>,1
914,10,Directed,3970,,<[1313380800.0]>,1
48,10,Directed,3971,,<[1313380800.0]>,1
39,10,Directed,3972,,<[1312344000.0]>,1
664,10,Directed,3973,,<[1309320000.0]>,1
1078,10,Directed,3974,,<[1308542400.0]>,1
840,10,Directed,3975,,<[1307678400.0]>,1
383,10,Directed,3976,,<[1307246400.0]>,1
710,10,Directed,3977,,<[1307246400.0]>,1
65,10,Directed,3978,,<[1307246400.0]>,1
2582,10,Directed,3979,,<[1307160000.0]>,1
1981,10,Directed,3980,,<[1307160000.0]>,1
7564,10,Directed,3981,,<[1308196800.0]>,1
57,10,Directed,3982,,<[1307160000.0]>,1
725,10,Directed,3983,,<[1307160000.0]>,1
140,10,Directed,3984,,<[1307073600.0]>,1
54,10,Directed,3985,,<[1306987200.0]>,1
2558,10,Directed,3986,,<[1306814400.0]>,1
226,10,Directed,3987,,<[1306814400.0]>,1
1992,10,Directed,3988,,<[1306728000.0]>,1
1430,10,Directed,3989,,<[1306728000.0]>,1
1988,10,Directed,3990,,<[1306728000.0]>,1
478,10,Directed,3991,,<[1306728000.0]>,1
510,10,Directed,3992,,<[1305691200.0]>,1
249,10,Directed,3993,,<[1305691200.0]>,1
1636,10,Directed,3994,,<[1305691200.0]>,1
1967,10,Directed,3995,,<[1305691200.0]>,1
2519,10,Directed,3996,,<[1305604800.0]>,1
139,10,Directed,3997,,<[1305604800.0]>,1
719,10,Directed,3998,,<[1305604800.0]>,1
7438,10,Directed,3999,,<[1305604800.0]>,1
569,10,Directed,4000,,<[1305518400.0]>,1
468,10,Directed,4001,,<[1300766400.0]>,1
15,10,Directed,4002,,<[1360472400.0]>,-10
10,7552,Directed,4003,,<[1366689600.0]>,10
10,970,Directed,4004,,<[1289192400.0]>,8
10,271,Directed,4005,,<[1289192400.0]>,8
10,37,Directed,4006,,<[1307592000.0]>,8
10,623,Directed,4007,,<[1340164800.0]>,6
10,145,Directed,4008,,<[1369800000.0]>,5
10,334,Directed,4009,,<[1369454400.0]>,5
10,1044,Directed,4010,,<[1368936000.0]>,5
10,41,Directed,4011,,<[1349409600.0]>,5
10,26,Directed,4012,,<[1372824000.0]>,5
10,161,Directed,4013,,<[1340337600.0]>,5
10,42,Directed,4014,,<[1363060800.0]>,5
10,58,Directed,4015,,<[1405137600.0]>,4
10,62,Directed,4016,,<[1345262400.0]>,4
10,52,Directed,4017,,<[1341806400.0]>,4
10,67,Directed,4018,,<[1340424000.0]>,4
10,40,Directed,4019,,<[1359608400.0]>,4
10,185,Directed,4020,,<[1374984000.0]>,3
10,242,Directed,4021,,<[1360818000.0]>,3
10,190,Directed,4022,,<[1341547200.0]>,3
10,7512,Directed,4023,,<[1343707200.0]>,3
10,277,Directed,4024,,<[1340510400.0]>,3
10,44,Directed,4025,,<[1336449600.0]>,3
10,22,Directed,4026,,<[1345348800.0]>,3
10,319,Directed,4027,,<[1336017600.0]>,3
10,592,Directed,4028,,<[1334980800.0]>,3
10,25,Directed,4029,,<[1367380800.0]>,3
10,97,Directed,4030,,<[1347508800.0]>,3
10,142,Directed,4031,,<[1347336000.0]>,3
10,11,Directed,4032,,<[1337832000.0]>,3
10,187,Directed,4033,,<[1331096400.0]>,3
10,17,Directed,4034,,<[1332129600.0]>,3
10,225,Directed,4035,,<[1306641600.0]>,3
10,222,Directed,4036,,<[1402372800.0]>,2
10,118,Directed,4037,,<[1375156800.0]>,2
10,1550,Directed,4038,,<[1366084800.0]>,2
10,935,Directed,4039,,<[1363320000.0]>,2
10,1797,Directed,4040,,<[1349496000.0]>,2
10,1167,Directed,4041,,<[1347508800.0]>,2
10,2250,Directed,4042,,<[1346990400.0]>,2
10,1040,Directed,4043,,<[1344657600.0]>,2
10,686,Directed,4044,,<[1347336000.0]>,2
10,201,Directed,4045,,<[1344484800.0]>,2
10,562,Directed,4046,,<[1340596800.0]>,2
10,259,Directed,4047,,<[1347854400.0]>,2
10,265,Directed,4048,,<[1339905600.0]>,2
10,487,Directed,4049,,<[1346040000.0]>,2
10,787,Directed,4050,,<[1338436800.0]>,2
10,454,Directed,4051,,<[1341201600.0]>,2
10,137,Directed,4052,,<[1340510400.0]>,2
10,1772,Directed,4053,,<[1341374400.0]>,2
10,77,Directed,4054,,<[1335499200.0]>,2
10,1150,Directed,4055,,<[1335412800.0]>,2
10,2190,Directed,4056,,<[1332648000.0]>,2
10,24,Directed,4057,,<[1336449600.0]>,2
10,33,Directed,4058,,<[1339041600.0]>,2
10,347,Directed,4059,,<[1341460800.0]>,2
10,175,Directed,4060,,<[1335844800.0]>,2
10,75,Directed,4061,,<[1341288000.0]>,2
10,159,Directed,4062,,<[1332561600.0]>,2
10,102,Directed,4063,,<[1365652800.0]>,2
10,54,Directed,4064,,<[1306987200.0]>,2
10,217,Directed,4065,,<[1306728000.0]>,2
10,510,Directed,4066,,<[1305691200.0]>,2
10,918,Directed,4067,,<[1338436800.0]>,2
10,1424,Directed,4068,,<[1336449600.0]>,2
10,99,Directed,4069,,<[1290056400.0]>,2
10,168,Directed,4070,,<[1289797200.0]>,2
10,1018,Directed,4071,,<[1308628800.0]>,1
10,1702,Directed,4072,,<[1308628800.0]>,1
10,482,Directed,4073,,<[1308628800.0]>,1
10,492,Directed,4074,,<[1368849600.0]>,1
10,1573,Directed,4075,,<[1368417600.0]>,1
10,413,Directed,4076,,<[1368158400.0]>,1
10,49,Directed,4077,,<[1367899200.0]>,1
10,1673,Directed,4078,,<[1367640000.0]>,1
10,174,Directed,4079,,<[1367553600.0]>,1
10,1536,Directed,4080,,<[1367467200.0]>,1
10,1562,Directed,4081,,<[1367467200.0]>,1
10,975,Directed,4082,,<[1367208000.0]>,1
10,156,Directed,4083,,<[1361336400.0]>,1
10,3135,Directed,4084,,<[1360818000.0]>,1
10,56,Directed,4085,,<[1360558800.0]>,1
10,320,Directed,4086,,<[1360472400.0]>,1
10,73,Directed,4087,,<[1360126800.0]>,1
10,3122,Directed,4088,,<[1359867600.0]>,1
10,296,Directed,4089,,<[1359867600.0]>,1
10,967,Directed,4090,,<[1357794000.0]>,1
10,1111,Directed,4091,,<[1352523600.0]>,1
10,7334,Directed,4092,,<[1352523600.0]>,1
10,695,Directed,4093,,<[1349496000.0]>,1
10,491,Directed,4094,,<[1348718400.0]>,1
10,1031,Directed,4095,,<[1347854400.0]>,1
10,3014,Directed,4096,,<[1347854400.0]>,1
10,89,Directed,4097,,<[1347508800.0]>,1
10,2986,Directed,4098,,<[1346990400.0]>,1
10,614,Directed,4099,,<[1346904000.0]>,1
10,456,Directed,4100,,<[1344744000.0]>,1
10,29,Directed,4101,,<[1344484800.0]>,1
10,258,Directed,4102,,<[1344312000.0]>,1
10,1137,Directed,4103,,<[1343793600.0]>,1
10,1327,Directed,4104,,<[1343448000.0]>,1
10,103,Directed,4105,,<[1340942400.0]>,1
10,150,Directed,4106,,<[1340596800.0]>,1
10,166,Directed,4107,,<[1340596800.0]>,1
10,2957,Directed,4108,,<[1340164800.0]>,1
10,946,Directed,4109,,<[1339905600.0]>,1
10,741,Directed,4110,,<[1339473600.0]>,1
10,51,Directed,4111,,<[1339214400.0]>,1
10,941,Directed,4112,,<[1339041600.0]>,1
10,1288,Directed,4113,,<[1338523200.0]>,1
10,545,Directed,4114,,<[1338436800.0]>,1
10,315,Directed,4115,,<[1338436800.0]>,1
10,2215,Directed,4116,,<[1338004800.0]>,1
10,1324,Directed,4117,,<[1337140800.0]>,1
10,2204,Directed,4118,,<[1335758400.0]>,1
10,318,Directed,4119,,<[1335326400.0]>,1
10,146,Directed,4120,,<[1335240000.0]>,1
10,92,Directed,4121,,<[1335067200.0]>,1
10,1762,Directed,4122,,<[1334894400.0]>,1
10,639,Directed,4123,,<[1334030400.0]>,1
10,1146,Directed,4124,,<[1332993600.0]>,1
10,2787,Directed,4125,,<[1332648000.0]>,1
10,2188,Directed,4126,,<[1332302400.0]>,1
10,69,Directed,4127,,<[1331611200.0]>,1
10,2179,Directed,4128,,<[1330578000.0]>,1
10,1307,Directed,4129,,<[1330405200.0]>,1
10,66,Directed,4130,,<[1330405200.0]>,1
10,777,Directed,4131,,<[1325134800.0]>,1
10,2778,Directed,4132,,<[1319774400.0]>,1
10,2129,Directed,4133,,<[1319515200.0]>,1
10,914,Directed,4134,,<[1313380800.0]>,1
10,48,Directed,4135,,<[1313380800.0]>,1
10,39,Directed,4136,,<[1312344000.0]>,1
10,664,Directed,4137,,<[1309320000.0]>,1
10,1078,Directed,4138,,<[1308542400.0]>,1
10,840,Directed,4139,,<[1307678400.0]>,1
10,383,Directed,4140,,<[1307246400.0]>,1
10,710,Directed,4141,,<[1307246400.0]>,1
10,65,Directed,4142,,<[1307246400.0]>,1
10,2582,Directed,4143,,<[1307160000.0]>,1
10,1981,Directed,4144,,<[1307160000.0]>,1
10,57,Directed,4145,,<[1307160000.0]>,1
10,725,Directed,4146,,<[1307160000.0]>,1
10,130,Directed,4147,,<[1307160000.0]>,1
10,140,Directed,4148,,<[1306987200.0]>,1
10,2558,Directed,4149,,<[1306814400.0]>,1
10,226,Directed,4150,,<[1306814400.0]>,1
10,1992,Directed,4151,,<[1306728000.0]>,1
10,1430,Directed,4152,,<[1306728000.0]>,1
10,478,Directed,4153,,<[1306728000.0]>,1
10,1988,Directed,4154,,<[1306728000.0]>,1
10,249,Directed,4155,,<[1305691200.0]>,1
10,1636,Directed,4156,,<[1305691200.0]>,1
10,1967,Directed,4157,,<[1305691200.0]>,1
10,2519,Directed,4158,,<[1305604800.0]>,1
10,139,Directed,4159,,<[1305604800.0]>,1
10,719,Directed,4160,,<[1305604800.0]>,1
10,7438,Directed,4161,,<[1305604800.0]>,1
10,569,Directed,4162,,<[1305518400.0]>,1
10,468,Directed,4163,,<[1300766400.0]>,1
10,113,Directed,4164,,<[1369800000.0]>,-1
10,7595,Directed,4165,,<[1366603200.0]>,-1
10,327,Directed,4166,,<[1352696400.0]>,-1
10,117,Directed,4167,,<[1335672000.0]>,-1
10,798,Directed,4168,,<[1337832000.0]>,-1
10,7399,Directed,4169,,<[1407556800.0]>,-2
10,613,Directed,4170,,<[1388638800.0]>,-2
10,177,Directed,4171,,<[1369800000.0]>,-3
10,7577,Directed,4172,,<[1332734400.0]>,-5
10,15,Directed,4173,,<[1365307200.0]>,-10
10,7564,Directed,4174,,<[1307764800.0]>,-10
34,11,Directed,4175,,<[1392786000.0]>,10
7536,11,Directed,4176,,<[1348545600.0]>,10
21,11,Directed,4177,,<[1346644800.0]>,10
7562,11,Directed,4178,,<[1367812800.0]>,8
122,11,Directed,4179,,<[1341201600.0]>,8
30,11,Directed,4180,,<[1375675200.0]>,7
318,11,Directed,4181,,<[1352523600.0]>,6
211,11,Directed,4182,,<[1332216000.0]>,6
262,11,Directed,4183,,<[1384491600.0]>,5
1883,11,Directed,4184,,<[1383800400.0]>,5
412,11,Directed,4185,,<[1366603200.0]>,5
304,11,Directed,4186,,<[1341460800.0]>,5
14,11,Directed,4187,,<[1324616400.0]>,5
17,11,Directed,4188,,<[1322197200.0]>,5
7603,11,Directed,4189,,<[1337832000.0]>,5
82,11,Directed,4190,,<[1392786000.0]>,4
348,11,Directed,4191,,<[1384491600.0]>,4
128,11,Directed,4192,,<[1385701200.0]>,4
292,11,Directed,4193,,<[1388552400.0]>,4
1513,11,Directed,4194,,<[1339041600.0]>,4
552,11,Directed,4195,,<[1338696000.0]>,4
133,11,Directed,4196,,<[1338609600.0]>,4
316,11,Directed,4197,,<[1328072400.0]>,4
193,11,Directed,4198,,<[1324702800.0]>,4
20,11,Directed,4199,,<[1323925200.0]>,4
22,11,Directed,4200,,<[1327122000.0]>,4
66,11,Directed,4201,,<[1313380800.0]>,4
90,11,Directed,4202,,<[1359090000.0]>,4
49,11,Directed,4203,,<[1392872400.0]>,3
105,11,Directed,4204,,<[1390280400.0]>,3
12,11,Directed,4205,,<[1384578000.0]>,3
309,11,Directed,4206,,<[1383019200.0]>,3
124,11,Directed,4207,,<[1350878400.0]>,3
267,11,Directed,4208,,<[1347940800.0]>,3
1159,11,Directed,4209,,<[1367380800.0]>,3
411,11,Directed,4210,,<[1350360000.0]>,3
190,11,Directed,4211,,<[1340337600.0]>,3
25,11,Directed,4212,,<[1342065600.0]>,3
264,11,Directed,4213,,<[1338091200.0]>,3
156,11,Directed,4214,,<[1332216000.0]>,3
272,11,Directed,4215,,<[1331442000.0]>,3
2179,11,Directed,4216,,<[1330664400.0]>,3
255,11,Directed,4217,,<[1334635200.0]>,3
482,11,Directed,4218,,<[1333684800.0]>,3
681,11,Directed,4219,,<[1318996800.0]>,3
1116,11,Directed,4220,,<[1309752000.0]>,3
408,11,Directed,4221,,<[1309406400.0]>,3
398,11,Directed,4222,,<[1394341200.0]>,2
6878,11,Directed,4223,,<[1386824400.0]>,2
36,11,Directed,4224,,<[1376366400.0]>,2
216,11,Directed,4225,,<[1368072000.0]>,2
123,11,Directed,4226,,<[1367553600.0]>,2
228,11,Directed,4227,,<[1351396800.0]>,2
42,11,Directed,4228,,<[1369195200.0]>,2
43,11,Directed,4229,,<[1347076800.0]>,2
78,11,Directed,4230,,<[1351656000.0]>,2
694,11,Directed,4231,,<[1380945600.0]>,2
13,11,Directed,4232,,<[1353214800.0]>,2
171,11,Directed,4233,,<[1340769600.0]>,2
103,11,Directed,4234,,<[1384232400.0]>,2
2217,11,Directed,4235,,<[1338264000.0]>,2
29,11,Directed,4236,,<[1348891200.0]>,2
360,11,Directed,4237,,<[1335931200.0]>,2
639,11,Directed,4238,,<[1334635200.0]>,2
687,11,Directed,4239,,<[1332648000.0]>,2
145,11,Directed,4240,,<[1331096400.0]>,2
1030,11,Directed,4241,,<[1330405200.0]>,2
799,11,Directed,4242,,<[1329714000.0]>,2
51,11,Directed,4243,,<[1336363200.0]>,2
65,11,Directed,4244,,<[1333684800.0]>,2
2802,11,Directed,4245,,<[1322456400.0]>,2
871,11,Directed,4246,,<[1324616400.0]>,2
942,11,Directed,4247,,<[1319688000.0]>,2
153,11,Directed,4248,,<[1313985600.0]>,2
77,11,Directed,4249,,<[1310702400.0]>,2
7328,11,Directed,4250,,<[1309579200.0]>,2
187,11,Directed,4251,,<[1339387200.0]>,2
154,11,Directed,4252,,<[1345348800.0]>,2
45,11,Directed,4253,,<[1366430400.0]>,2
245,11,Directed,4254,,<[1418446800.0]>,1
762,11,Directed,4255,,<[1392526800.0]>,1
207,11,Directed,4256,,<[1392181200.0]>,1
3345,11,Directed,4257,,<[1390626000.0]>,1
198,11,Directed,4258,,<[1388552400.0]>,1
1887,11,Directed,4259,,<[1386565200.0]>,1
173,11,Directed,4260,,<[1384837200.0]>,1
326,11,Directed,4261,,<[1384491600.0]>,1
1190,11,Directed,4262,,<[1384318800.0]>,1
310,11,Directed,4263,,<[1384059600.0]>,1
894,11,Directed,4264,,<[1383364800.0]>,1
185,11,Directed,4265,,<[1380600000.0]>,1
759,11,Directed,4266,,<[1377230400.0]>,1
155,11,Directed,4267,,<[1376625600.0]>,1
290,11,Directed,4268,,<[1376366400.0]>,1
494,11,Directed,4269,,<[1376366400.0]>,1
7597,11,Directed,4270,,<[1376107200.0]>,1
248,11,Directed,4271,,<[1375070400.0]>,1
1379,11,Directed,4272,,<[1374811200.0]>,1
3269,11,Directed,4273,,<[1374379200.0]>,1
1068,11,Directed,4274,,<[1374292800.0]>,1
280,11,Directed,4275,,<[1369368000.0]>,1
308,11,Directed,4276,,<[1368417600.0]>,1
1562,11,Directed,4277,,<[1367467200.0]>,1
491,11,Directed,4278,,<[1367035200.0]>,1
2356,11,Directed,4279,,<[1366516800.0]>,1
345,11,Directed,4280,,<[1357016400.0]>,1
966,11,Directed,4281,,<[1352350800.0]>,1
116,11,Directed,4282,,<[1351742400.0]>,1
7538,11,Directed,4283,,<[1351656000.0]>,1
95,11,Directed,4284,,<[1407556800.0]>,1
1342,11,Directed,4285,,<[1350100800.0]>,1
2257,11,Directed,4286,,<[1349668800.0]>,1
162,11,Directed,4287,,<[1349323200.0]>,1
150,11,Directed,4288,,<[1346040000.0]>,1
258,11,Directed,4289,,<[1347076800.0]>,1
320,11,Directed,4290,,<[1344657600.0]>,1
801,11,Directed,4291,,<[1344571200.0]>,1
487,11,Directed,4292,,<[1344052800.0]>,1
205,11,Directed,4293,,<[1343707200.0]>,1
295,11,Directed,4294,,<[1343534400.0]>,1
593,11,Directed,4295,,<[1342152000.0]>,1
488,11,Directed,4296,,<[1341892800.0]>,1
83,11,Directed,4297,,<[1341460800.0]>,1
7377,11,Directed,4298,,<[1340251200.0]>,1
166,11,Directed,4299,,<[1340164800.0]>,1
372,11,Directed,4300,,<[1339819200.0]>,1
260,11,Directed,4301,,<[1339646400.0]>,1
1156,11,Directed,4302,,<[1339560000.0]>,1
623,11,Directed,4303,,<[1339387200.0]>,1
1512,11,Directed,4304,,<[1338868800.0]>,1
1775,11,Directed,4305,,<[1338782400.0]>,1
1508,11,Directed,4306,,<[1338350400.0]>,1
88,11,Directed,4307,,<[1418014800.0]>,1
1767,11,Directed,4308,,<[1336622400.0]>,1
2908,11,Directed,4309,,<[1336276800.0]>,1
2915,11,Directed,4310,,<[1336017600.0]>,1
550,11,Directed,4311,,<[1335672000.0]>,1
1760,11,Directed,4312,,<[1334894400.0]>,1
2167,11,Directed,4313,,<[1334635200.0]>,1
197,11,Directed,4314,,<[1334030400.0]>,1
7593,11,Directed,4315,,<[1334030400.0]>,1
1034,11,Directed,4316,,<[1334980800.0]>,1
276,11,Directed,4317,,<[1333684800.0]>,1
347,11,Directed,4318,,<[1333598400.0]>,1
1493,11,Directed,4319,,<[1332648000.0]>,1
949,11,Directed,4320,,<[1332302400.0]>,1
1755,11,Directed,4321,,<[1332043200.0]>,1
1145,11,Directed,4322,,<[1332216000.0]>,1
1754,11,Directed,4323,,<[1331956800.0]>,1
39,11,Directed,4324,,<[1331784000.0]>,1
739,11,Directed,4325,,<[1331784000.0]>,1
1311,11,Directed,4326,,<[1331611200.0]>,1
2865,11,Directed,4327,,<[1330750800.0]>,1
798,11,Directed,4328,,<[1329800400.0]>,1
634,11,Directed,4329,,<[1328850000.0]>,1
69,11,Directed,4330,,<[1328677200.0]>,1
100,11,Directed,4331,,<[1328504400.0]>,1
1487,11,Directed,4332,,<[1327467600.0]>,1
2168,11,Directed,4333,,<[1327122000.0]>,1
409,11,Directed,4334,,<[1326603600.0]>,1
203,11,Directed,4335,,<[1321938000.0]>,1
7563,11,Directed,4336,,<[1319688000.0]>,1
135,11,Directed,4337,,<[1318046400.0]>,1
735,11,Directed,4338,,<[1317700800.0]>,1
72,11,Directed,4339,,<[1316318400.0]>,1
18,11,Directed,4340,,<[1315281600.0]>,1
870,11,Directed,4341,,<[1314849600.0]>,1
423,11,Directed,4342,,<[1313985600.0]>,1
1716,11,Directed,4343,,<[1313899200.0]>,1
544,11,Directed,4344,,<[1313899200.0]>,1
1697,11,Directed,4345,,<[1312948800.0]>,1
732,11,Directed,4346,,<[1312948800.0]>,1
253,11,Directed,4347,,<[1309752000.0]>,1
79,11,Directed,4348,,<[1309233600.0]>,1
777,11,Directed,4349,,<[1308369600.0]>,1
131,11,Directed,4350,,<[1307937600.0]>,1
327,11,Directed,4351,,<[1307505600.0]>,1
188,11,Directed,4352,,<[1407556800.0]>,-1
32,11,Directed,4353,,<[1397016000.0]>,-1
24,11,Directed,4354,,<[1394168400.0]>,-1
96,11,Directed,4355,,<[1417064400.0]>,-1
15,11,Directed,4356,,<[1358312400.0]>,-1
164,11,Directed,4357,,<[1393390800.0]>,-2
31,11,Directed,4358,,<[1407556800.0]>,-2
647,11,Directed,4359,,<[1417755600.0]>,-3
19,11,Directed,4360,,<[1412913600.0]>,-5
63,11,Directed,4361,,<[1358312400.0]>,-5
70,11,Directed,4362,,<[1358398800.0]>,-5
85,11,Directed,4363,,<[1418360400.0]>,-7
58,11,Directed,4364,,<[1418533200.0]>,-8
174,11,Directed,4365,,<[1406692800.0]>,-10
191,11,Directed,4366,,<[1400990400.0]>,-10
125,11,Directed,4367,,<[1417582800.0]>,-10
26,11,Directed,4368,,<[1397016000.0]>,-10
11,93,Directed,4369,,<[1380513600.0]>,10
11,34,Directed,4370,,<[1384318800.0]>,10
11,13,Directed,4371,,<[1351569600.0]>,10
11,31,Directed,4372,,<[1348718400.0]>,10
11,21,Directed,4373,,<[1368676800.0]>,10
11,47,Directed,4374,,<[1366948800.0]>,10
11,122,Directed,4375,,<[1370318400.0]>,10
11,24,Directed,4376,,<[1388466000.0]>,6
11,12,Directed,4377,,<[1388293200.0]>,5
11,26,Directed,4378,,<[1376798400.0]>,5
11,7562,Directed,4379,,<[1349236800.0]>,5
11,17,Directed,4380,,<[1328331600.0]>,5
11,20,Directed,4381,,<[1323925200.0]>,4
11,90,Directed,4382,,<[1359090000.0]>,4
11,29,Directed,4383,,<[1392786000.0]>,3
11,82,Directed,4384,,<[1392786000.0]>,3
11,1159,Directed,4385,,<[1367380800.0]>,3
11,133,Directed,4386,,<[1330578000.0]>,3
11,255,Directed,4387,,<[1334635200.0]>,3
11,14,Directed,4388,,<[1324357200.0]>,3
11,211,Directed,4389,,<[1325739600.0]>,3
11,15,Directed,4390,,<[1344571200.0]>,3
11,22,Directed,4391,,<[1335758400.0]>,3
11,734,Directed,4392,,<[1314072000.0]>,3
11,58,Directed,4393,,<[1391922000.0]>,2
11,105,Directed,4394,,<[1390280400.0]>,2
11,87,Directed,4395,,<[1391230800.0]>,2
11,128,Directed,4396,,<[1385096400.0]>,2
11,32,Directed,4397,,<[1391835600.0]>,2
11,19,Directed,4398,,<[1374206400.0]>,2
11,228,Directed,4399,,<[1350964800.0]>,2
11,42,Directed,4400,,<[1369195200.0]>,2
11,196,Directed,4401,,<[1343707200.0]>,2
11,41,Directed,4402,,<[1346040000.0]>,2
11,43,Directed,4403,,<[1347076800.0]>,2
11,411,Directed,4404,,<[1350360000.0]>,2
11,304,Directed,4405,,<[1341460800.0]>,2
11,171,Directed,4406,,<[1340769600.0]>,2
11,190,Directed,4407,,<[1340337600.0]>,2
11,103,Directed,4408,,<[1384232400.0]>,2
11,25,Directed,4409,,<[1342065600.0]>,2
11,482,Directed,4410,,<[1333684800.0]>,2
11,70,Directed,4411,,<[1333080000.0]>,2
11,318,Directed,4412,,<[1351915200.0]>,2
11,51,Directed,4413,,<[1336708800.0]>,2
11,156,Directed,4414,,<[1325048400.0]>,2
11,153,Directed,4415,,<[1313985600.0]>,2
11,77,Directed,4416,,<[1310702400.0]>,2
11,7328,Directed,4417,,<[1309320000.0]>,2
11,253,Directed,4418,,<[1309752000.0]>,2
11,45,Directed,4419,,<[1366430400.0]>,2
11,398,Directed,4420,,<[1394254800.0]>,1
11,207,Directed,4421,,<[1392786000.0]>,1
11,762,Directed,4422,,<[1392786000.0]>,1
11,3345,Directed,4423,,<[1390626000.0]>,1
11,198,Directed,4424,,<[1388552400.0]>,1
11,1887,Directed,4425,,<[1386565200.0]>,1
11,7446,Directed,4426,,<[1385442000.0]>,1
11,326,Directed,4427,,<[1384491600.0]>,1
11,125,Directed,4428,,<[1384146000.0]>,1
11,310,Directed,4429,,<[1384059600.0]>,1
11,1883,Directed,4430,,<[1383800400.0]>,1
11,647,Directed,4431,,<[1378699200.0]>,1
