Id,Class,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
2884,0,,1,1,2,1,1,2,7,0.258058,0.267266,0,0.001239,0.001385,NaN,0,506,7,86,0,0.007624
2875,0,,1,1,2,1,1,2,7,0.258058,0.267266,0,0.001239,0.001385,NaN,0,506,7,86,0,0.007624
2871,0,,1,1,2,1,1,2,7,0.258058,0.267266,0,0.001239,0.001385,NaN,0,506,7,86,0,0.007624
2867,0,,1,1,2,1,1,2,7,0.258058,0.267266,0,0.001239,0.001385,NaN,0,506,7,86,0,0.007624
2849,0,,1,1,2,1,1,2,7,0.258058,0.267266,0,0.001239,0.001385,NaN,0,506,7,86,0,0.007624
3238,0,,1,1,2,1,1,2,7,0.242164,0.249948,0,0.000444,0.000437,NaN,0,506,15,65,0,0.002286
3323,0,,1,1,2,1,1,2,7,0.249783,0.258198,0,0.000672,0.000183,NaN,0,506,3,16,0,0.000802
3268,0,,1,1,2,1,1,2,7,0.224923,0.231897,0,0.00023,0.000215,NaN,0,506,15,15,0,0.001222
2711,0,,1,1,2,1,1,2,8,0.211122,0.216035,0,0.000035,0.000032,NaN,0,506,2,0,0,0.000229
2703,0,,1,1,2,1,1,2,7,0.225207,0.231346,0,0.000084,0.000089,NaN,0,506,2,12,0,0.00053
2629,0,,1,1,2,1,1,2,7,0.231654,0.237901,0,0.000146,0.000153,NaN,0,506,8,54,0,0.000899
3237,0,,1,1,2,1,1,2,8,0.206606,0.211274,0,0.000018,0.000005,NaN,0,506,14,90,0,0.00008
3446,0,,1,1,2,1,1,2,8,0.230075,0.236898,0,0.000188,0.000152,NaN,0,506,3,16,0,0.00067
2542,0,,1,1,2,1,1,2,8,0.212078,0.21764,0,0.000046,0.000048,NaN,0,506,6,103,0,0.00033
2726,0,,1,1,2,1,1,2,8,0.198759,0.203292,0,0.000007,0.000119,NaN,0,506,1,48,0,0.000563
2948,0,,1,1,2,1,1,2,7,0.244279,0.250589,0,0.00048,0.000551,NaN,0,506,13,84,0,0.002864
3162,0,,1,1,2,1,1,2,7,0.246303,0.254864,0,0.000242,0.000259,NaN,0,506,1,17,0,0.001412
3055,0,,1,1,2,1,1,2,7,0.240903,0.247301,0,0.000276,0.000268,NaN,0,506,3,61,0,0.001334
3291,0,,1,1,2,1,1,2,8,0.223675,0.229911,0,0.000088,0.000087,NaN,0,506,13,74,0,0.000509
2457,0,,1,1,2,1,1,2,8,0.217444,0.222608,0,0.000041,0.000048,NaN,0,506,8,71,0,0.000313
2458,0,,1,1,2,1,1,2,8,0.217444,0.222608,0,0.000041,0.000048,NaN,0,506,8,71,0,0.000313
3405,0,,1,1,2,1,1,2,7,0.240423,0.246518,0,0.000221,0.000127,NaN,0,506,2,24,0,0.000724
2730,0,,1,1,2,1,1,2,9,0.176081,0.179345,0,0.000001,0.000002,NaN,0,506,1,4,0,0.000055
2600,0,,1,1,2,1,1,2,9,0.176081,0.179345,0,0.000001,0.000002,NaN,0,506,1,4,0,0.000055
2982,0,,1,1,2,1,1,2,7,0.231768,0.237063,0,0.000138,0.000147,NaN,0,506,14,2,0,0.000849
3157,0,,1,1,2,1,1,2,7,0.231411,0.239048,0,0.000274,0.000248,NaN,0,506,2,69,0,0.001219
3263,0,,1,1,2,1,1,2,7,0.227947,0.236172,0,0.000092,0.000093,NaN,0,506,1,5,0,0.000604
2489,0,,1,1,2,1,1,2,8,0.202815,0.207132,0,0.000011,0.000012,NaN,0,506,1,68,0,0.000104
2689,0,,1,1,2,1,1,2,7,0.222334,0.228211,0,0.000058,0.00007,NaN,0,506,2,20,0,0.000406
2470,0,,1,1,2,1,1,2,7,0.236837,0.242297,0,0.000158,0.000149,NaN,0,506,2,68,0,0.000887
2513,0,,1,1,2,1,1,2,8,0.190745,0.194085,0,0.000003,0.00009,NaN,0,506,97,70,0,0.000433
2516,0,,1,1,2,1,1,2,8,0.190745,0.194085,0,0.000003,0.00009,NaN,0,506,97,70,0,0.000433
3008,0,,1,1,2,1,1,2,8,0.21865,0.223843,0,0.000046,0.000047,NaN,0,506,6,2,0,0.000278
3199,0,,1,1,2,1,1,2,7,0.222453,0.228519,0,0.000134,0.000109,NaN,0,506,13,12,0,0.000627
3311,0,,1,1,2,1,1,2,8,0.216577,0.222622,0,0.000074,0.000074,NaN,0,506,14,74,0,0.000419
2477,0,,1,1,2,1,1,2,7,0.219817,0.225079,0,0.000058,0.000056,NaN,0,506,2,20,0,0.000366
2691,0,,1,1,2,1,1,2,8,0.215061,0.220348,0,0.000037,0.000064,NaN,0,506,2,52,0,0.000411
2588,0,,1,1,2,1,1,2,8,0.215061,0.220348,0,0.000037,0.000064,NaN,0,506,2,52,0,0.000411
2587,0,,1,1,2,1,1,2,8,0.190609,0.195295,0,0.000003,0.000004,NaN,0,506,1,4,0,0.000065
2712,0,,1,1,2,1,1,2,7,0.227215,0.23547,0,0.000087,0.000087,NaN,0,506,1,4,0,0.000573
2674,0,,1,1,2,1,1,2,8,0.225696,0.230827,0,0.000101,0.000097,NaN,0,506,8,89,0,0.000561
3225,0,,1,1,2,1,1,2,7,0.229722,0.238164,0,0.000108,0.000109,NaN,0,506,1,98,0,0.000684
2888,0,,1,1,2,1,1,2,8,0.232459,0.238111,0,0.000144,0.000147,NaN,0,506,11,98,0,0.000791
2528,0,,1,1,2,1,1,2,8,0.213176,0.218385,0,0.00005,0.000034,NaN,0,506,2,71,0,0.000244
2644,0,,1,1,2,1,1,2,9,0.178701,0.181936,0,0.000001,0.000003,NaN,0,506,1,3,0,0.000055
2676,0,,1,1,2,1,1,2,9,0.165745,0.168448,0,0,0,NaN,0,506,97,70,0,0.000037
2757,0,,1,1,2,1,1,2,8,0.214372,0.219535,0,0.000045,0.000044,NaN,0,506,7,48,0,0.000299
3278,0,,1,1,2,1,1,2,7,0.224385,0.22952,0,0.000084,0.000083,NaN,0,506,13,15,0,0.000466
3266,0,,1,1,2,1,1,2,8,0.196579,0.200657,0,0.00001,0.000009,NaN,0,506,13,52,0,0.000081
2540,0,,1,1,2,1,1,2,9,0.168845,0.171339,0,0,0.000036,NaN,0,506,14,45,0,0.000143
2627,0,,1,1,2,1,1,2,8,0.188994,0.192771,0,0.000004,0.000004,NaN,0,506,6,26,0,0.000058
2621,0,,1,1,2,1,1,2,9,0.173336,0.176647,0,0,0.000001,NaN,0,506,6,89,0,0.000037
2671,0,,1,1,2,1,1,2,8,0.203974,0.208167,0,0.000014,0.000031,NaN,0,506,8,58,0,0.000178
2716,0,,1,1,2,1,1,2,8,0.189674,0.194375,0,0.000003,0.000003,NaN,0,506,1,4,0,0.000055
2735,0,,1,1,2,1,1,2,7,0.233983,0.239417,0,0.000131,0.000134,NaN,0,506,2,17,0,0.000717
2769,0,,1,1,2,1,1,2,8,0.190629,0.194197,0,0.000004,0.000068,NaN,0,506,11,23,0,0.000431
2940,0,,1,1,2,1,1,2,8,0.225859,0.231091,0,0.000083,0.000092,NaN,0,506,7,28,0,0.000481
3030,0,,1,1,2,1,1,2,8,0.20545,0.210677,0,0.000013,0.000017,NaN,0,506,97,70,0,0.000113
3140,0,,1,1,2,1,1,2,8,0.209435,0.215155,0,0.000044,0.00003,NaN,0,506,13,49,0,0.000259
3209,0,,1,1,2,1,1,2,8,0.214029,0.219046,0,0.000032,0.000031,NaN,0,506,13,11,0,0.00021
3242,0,,1,1,2,1,1,2,8,0.191643,0.195105,0,0.000007,0.000007,NaN,0,506,13,30,0,0.000068
3265,0,,1,1,2,1,1,2,8,0.203211,0.20807,0,0.000024,0.00002,NaN,0,506,15,30,0,0.000161
3214,0,,1,1,2,1,1,2,7,0.228559,0.235193,0,0.000141,0.00012,NaN,0,506,3,16,0,0.000606
2578,0,,1,1,2,1,1,2,2,0.666667,0.75,0,0.000002,0,NaN,0,402,8,13,0,0.000043
2613,0,,1,1,2,1,1,2,8,0.219418,0.224481,0,0.000056,0.000007,NaN,0,506,2,79,0,0.000077
2737,0,,1,1,2,1,1,2,7,0.226953,0.235105,0,0.000084,0.000084,NaN,0,506,1,1,0,0.000543
2885,0,,1,1,2,1,1,2,8,0.198738,0.202353,0,0.000016,0.000018,NaN,0,506,11,47,0,0.000106
3287,0,,1,1,2,1,1,2,8,0.220036,0.226076,0,0.000088,0.000091,NaN,0,506,7,6,0,0.000495
3391,0,,1,1,2,1,1,2,7,0.262395,0.273231,0,0.00145,0.000937,NaN,0,506,3,16,0,0.004297
3327,0,,1,1,2,1,1,2,8,0.202027,0.206227,0,0.000026,0.000113,NaN,0,506,13,31,0,0.000627
2440,0,,1,1,2,1,1,2,8,0.231926,0.238076,0,0.000141,0.001037,NaN,0,506,14,94,0,0.00499
2493,0,,1,1,2,1,1,2,7,0.236912,0.242737,0,0.000128,0.000148,NaN,0,506,1,26,0,0.000855
2536,0,,1,1,2,1,1,2,8,0.202716,0.207204,0,0.000016,0.000044,NaN,0,506,6,17,0,0.00029
2607,0,,1,1,2,1,1,2,7,0.248096,0.257222,0,0.000429,0.000675,NaN,0,506,6,3,0,0.004138
2652,0,,1,1,2,1,1,2,8,0.220464,0.225494,0,0.000062,0.000051,NaN,0,506,11,2,0,0.000304
2789,0,,1,1,2,1,1,2,7,0.270854,0.280825,0,0.001485,0.001789,NaN,0,506,11,97,0,0.00942
2811,0,,1,1,2,1,1,2,8,0.228936,0.234587,0,0.000172,0.00028,NaN,0,506,11,63,0,0.001461
2900,0,,1,1,2,1,1,2,8,0.21458,0.21968,0,0.000072,0.000114,NaN,0,506,14,86,0,0.000601
3197,0,,1,1,2,1,1,2,7,0.237663,0.245572,0,0.000277,0.000288,NaN,0,506,13,22,0,0.00152
3314,0,,1,1,2,1,1,2,8,0.220153,0.225487,0,0.000083,0.000169,NaN,0,506,3,61,0,0.000817
3394,0,,1,1,2,1,1,2,7,0.230826,0.237656,0,0.000248,0.000415,NaN,0,506,13,25,0,0.00195
2367,0,,1,0,1,2,0,2,0,0,0,0,0.003555,0,NaN,0,504,1,1,0,0.02022
2296,0,,1,0,1,2,0,2,0,0,0,0,0.003555,0,NaN,0,503,1,1,0,0.02022
2368,0,,2,0,2,2,0,2,0,0,0,0,0.003843,0,NaN,0,338,1,1,0,0.021332
2273,0,,2,0,2,2,0,2,0,0,0,0,0.003563,0,NaN,0,81,1,1,0,0.020264
2024,0,,1,0,1,2,0,2,0,0,0,0,0.002602,0,NaN,0,351,2,18,0,0.014116
2307,0,,1,0,1,2,0,2,0,0,0,0,0.003716,0,NaN,0,356,15,37,0,0.019042
2141,0,,2,0,2,2,0,2,0,0,0,0,0.002995,0,NaN,0,48,6,23,1,0.016893
2288,0,,1,0,1,2,0,2,0,0,0,0,0.001218,0,NaN,0,418,12,74,0,0.009067
2134,0,,2,0,2,2,0,2,0,0,0,0,0.003882,0,NaN,0,285,13,100,0,0.02253
2437,0,,2,0,2,2,0,2,0,0,0,0,0.003463,0,NaN,0,148,3,16,1,0.014178
2433,0,,2,0,2,2,0,2,0,0,0,0,0.002785,0,NaN,0,143,3,16,0.5,0.011948
2432,0,,2,0,2,2,0,2,0,0,0,0,0.003463,0,NaN,0,147,3,16,1,0.014178
2422,0,,2,0,2,2,0,2,0,0,0,0,0.004152,0,NaN,0,253,3,16,1,0.016024
2431,0,,2,0,2,2,0,2,0,0,0,0,0.002835,0,NaN,0,111,3,16,1,0.012353
2428,0,,2,0,2,2,0,2,0,0,0,0,0.004152,0,NaN,0,254,3,16,1,0.016024
2312,0,,2,0,2,2,0,2,0,0,0,0,0.004152,0,NaN,0,260,3,16,1,0.016024
2247,0,,2,0,2,2,0,2,0,0,0,0,0.002579,0,NaN,0,238,1,4,0,0.01404
1986,0,,2,0,2,2,0,2,0,0,0,0,0.003838,0,NaN,0,283,7,98,1,0.019758
2313,0,,1,0,1,2,0,2,0,0,0,0,0.001199,0,NaN,0,169,1,5,0,0.005341
2232,0,,1,0,1,2,0,2,0,0,0,0,0.001199,0,NaN,0,168,1,5,0,0.005341
2078,0,,2,0,2,2,0,2,0,0,0,0,0.002412,0,NaN,0,367,13,8,0,0.01204
1943,0,,2,0,2,2,0,2,0,0,0,0,0.001215,0,NaN,0,335,14,91,1,0.006631
1933,0,,2,0,2,2,0,2,0,0,0,0,0.002437,0,NaN,0,370,11,85,0,0.012793
2133,0,,1,0,1,2,0,2,0,0,0,0,0.002087,0,NaN,0,182,11,84,0,0.010925
2220,0,,1,0,1,2,0,2,0,0,0,0,0.000282,0,NaN,0,173,14,72,0,0.002659
2419,0,,2,0,2,2,0,2,0,0,0,0,0.003877,0,NaN,0,237,13,8,0.5,0.011314
2429,0,,2,0,2,2,0,2,0,0,0,0,0.000789,0,NaN,0,300,3,16,0.5,0.004157
2416,0,,2,0,2,2,0,2,0,0,0,0,0.001595,0,NaN,0,161,3,16,0,0.008038
2018,0,,1,0,1,2,0,2,0,0,0,0,0.001326,0,NaN,0,371,11,85,0,0.007026
2411,0,,2,0,2,2,0,2,0,0,0,0,0.00138,0,NaN,0,160,3,16,0.5,0.004901
1993,0,,2,0,2,2,0,2,0,0,0,0,0.000549,0,NaN,0,359,2,3,0,0.003764
2413,0,,2,0,2,2,0,2,0,0,0,0,0.000564,0,NaN,0,151,3,16,0,0.002246
2294,0,,1,0,1,2,0,2,0,0,0,0,0.000309,0,NaN,0,315,2,54,0,0.001851
1961,0,,1,0,1,2,0,2,0,0,0,0,0.00059,0,NaN,0,165,11,100,0,0.001975
2424,0,,1,0,1,2,0,2,0,0,0,0,0.001582,0,NaN,0,190,2,41,0,0.006058
2435,0,,1,0,1,2,0,2,0,0,0,0,0.000396,0,NaN,0,155,3,16,0,0.001193
2047,0,,1,0,1,2,0,2,0,0,0,0,0.000138,0,NaN,0,180,6,4,0,0.001371
2035,0,,1,0,1,2,0,2,0,0,0,0,0.000042,0,NaN,0,179,6,89,0,0.000316
2023,0,,1,0,1,2,0,2,0,0,0,0,0.000042,0,NaN,0,178,6,89,0,0.000316
1934,0,,1,0,1,2,0,2,0,0,0,0,0.000042,0,NaN,0,177,6,89,0,0.000316
1945,0,,1,0,1,2,0,2,0,0,0,0,0.00005,0,NaN,0,296,2,20,0,0.000497
2015,0,,1,0,1,2,0,2,0,0,0,0,0.00029,0,NaN,0,33,8,16,0,0.001847
2036,0,,1,0,1,2,0,2,0,0,0,0,0.000155,0,NaN,0,55,6,102,0,0.001321
1979,0,,2,0,2,2,0,2,0,0,0,0,0.000343,0,NaN,0,309,2,26,1,0.001741
2088,0,,2,0,2,2,0,2,0,0,0,0,0.000176,0,NaN,0,336,14,48,0,0.000992
2425,0,,1,0,1,2,0,2,0,0,0,0,0.000413,0,NaN,0,164,8,74,0,0.001975
2423,0,,1,0,1,2,0,2,0,0,0,0,0.000185,0,NaN,0,136,15,16,0,0.000904
2420,0,,1,0,1,2,0,2,0,0,0,0,0.000162,0,NaN,0,67,3,16,0,0.000659
2021,0,,1,0,1,2,0,2,0,0,0,0,0.000019,0,NaN,0,54,2,102,0,0.000163
2075,0,,1,0,1,2,0,2,0,0,0,0,0.000072,0,NaN,0,373,8,20,0,0.000332
2214,0,,1,0,1,2,0,2,0,0,0,0,0.00029,0,NaN,0,211,7,63,0,0.001915
2203,0,,1,0,1,2,0,2,0,0,0,0,0.000039,0,NaN,0,5,14,84,0,0.000236
1987,0,,2,0,2,2,0,2,0,0,0,0,0.000034,0,NaN,0,34,6,64,0,0.000235
2221,0,,1,0,1,2,0,2,0,0,0,0,0.000005,0,NaN,0,9,11,100,0,0.000059
2327,0,,1,0,1,2,0,2,0,0,0,0,0.001166,0,NaN,0,423,13,40,0,0.006452
6736,0,,0,1,1,0,3,3,7,0.260985,0.271345,0,0,0.0019,NaN,0,513,13,43,0,0
3355,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
3319,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
3300,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
3279,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
3070,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
2942,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
2876,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
2845,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
2808,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
2754,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
2586,0,,1,1,2,1,2,3,6,0.293514,0.312147,0,0.003555,0.003539,NaN,0,506,1,1,0,0.02022
3274,0,,1,2,3,1,2,3,6,0.297759,0.316418,0,0.000611,0.004221,NaN,0,506,1,1,1,0.00367
3156,0,,1,2,3,1,2,3,6,0.306027,0.324584,0.000003,0.003555,0.005439,NaN,0,506,13,1,0,0.02022
3088,0,,1,2,3,1,2,3,6,0.29356,0.312325,0.000228,0.003555,0.003541,NaN,0,506,1,1,0,0.02022
2892,0,,1,2,3,1,2,3,6,0.298709,0.317854,0,0.003555,0.004035,NaN,0,506,1,1,1,0.02022
2631,0,,1,2,3,1,2,3,6,0.303033,0.314403,0.000002,0.000471,0.004487,NaN,0,506,2,102,0,0.00226
3221,0,,1,1,2,1,2,3,7,0.278525,0.292764,0,0.003818,0.004185,NaN,0,506,13,38,0,0.021747
3105,0,,1,1,2,1,2,3,7,0.278525,0.292764,0,0.003818,0.004185,NaN,0,506,13,38,0,0.021747
3043,0,,1,2,3,1,2,3,7,0.291142,0.306385,0.000001,0.002614,0.006598,NaN,0,506,7,38,0,0.013068
3356,0,,1,1,2,1,2,3,6,0.285834,0.298661,0,0.002602,0.002461,NaN,0,506,2,18,0,0.014116
2492,0,,1,1,2,1,2,3,6,0.285834,0.298661,0,0.002602,0.002461,NaN,0,506,2,18,0,0.014116
3307,0,,1,1,2,1,2,3,7,0.276185,0.288789,0,0.002995,0.003037,NaN,0,506,13,67,0,0.015551
3222,0,,1,1,2,1,2,3,6,0.273964,0.285775,0,0.002881,0.002899,NaN,0,506,13,77,0,0.015207
3158,0,,1,1,2,1,2,3,6,0.273964,0.285775,0,0.002881,0.002899,NaN,0,506,13,77,0,0.015207
3112,0,,1,2,3,1,2,3,6,0.274868,0.286829,0,0.002881,0.003181,NaN,0,506,13,77,0.5,0.015207
2981,0,,1,1,2,1,2,3,7,0.279148,0.292463,0,0.003716,0.003646,NaN,0,506,15,37,0,0.019042
2922,0,,1,1,2,1,2,3,7,0.279148,0.292463,0,0.003716,0.003646,NaN,0,506,15,37,0,0.019042
3145,0,,1,2,3,1,2,3,7,0.285595,0.29998,0,0.003716,0.005546,NaN,0,506,13,37,1,0.019042
3019,0,,1,2,3,1,2,3,6,0.28337,0.297229,0,0.003716,0.004843,NaN,0,506,15,37,1,0.019042
3159,0,,1,1,2,1,2,3,6,0.281032,0.295201,0,0.003621,0.002936,NaN,0,506,13,44,0,0.01547
3131,0,,1,1,2,1,2,3,6,0.281032,0.295201,0,0.003621,0.002936,NaN,0,506,13,44,0,0.01547
3116,0,,1,1,2,1,2,3,6,0.281032,0.295201,0,0.003621,0.002936,NaN,0,506,13,44,0,0.01547
2921,0,,1,1,2,1,2,3,6,0.281032,0.295201,0,0.003621,0.002936,NaN,0,506,13,44,0,0.01547
3028,0,,1,1,2,1,2,3,6,0.281032,0.295201,0,0.003621,0.002936,NaN,0,506,13,44,0,0.01547
2821,0,,3,2,5,1,2,3,7,0.280927,0.291698,0.000006,0.006224,0.002481,NaN,0,506,11,100,0,0.028828
2479,0,,1,2,3,1,2,3,7,0.282985,0.29505,0,0.002696,0.004331,NaN,0,506,11,23,0.5,0.015861
3120,0,,1,2,3,1,2,3,7,0.284662,0.297636,0,0.002701,0.002705,NaN,0,506,14,16,0.5,0.011728
3286,0,,3,1,4,1,2,3,7,0.256223,0.265523,0,0.004807,0.000772,NaN,0,506,3,16,0.666667,0.019907
2803,0,,1,1,2,1,2,3,7,0.263725,0.273972,0,0.000805,0.000783,NaN,0,506,1,4,0,0.004719
3364,0,,1,1,2,1,2,3,7,0.275272,0.286138,0,0.002806,0.002728,NaN,0,506,13,59,0,0.013662
2443,0,,1,2,3,1,2,3,6,0.28192,0.293924,0.000009,0.000458,0.002988,NaN,0,506,2,20,0,0.003168
3166,0,,1,2,3,1,2,3,7,0.266614,0.277497,0,0.000916,0.002819,NaN,0,506,2,43,1,0.004843
2878,0,,1,1,2,1,2,3,7,0.282579,0.29402,0,0.002788,0.002482,NaN,0,506,13,82,0,0.012786
2932,0,,1,2,3,1,2,3,7,0.291074,0.303583,0.000001,0.002788,0.004572,NaN,0,506,11,84,0,0.012786
2561,0,,1,2,3,1,2,3,7,0.263224,0.272843,0.000002,0.000263,0.001688,NaN,0,506,2,102,0,0.002089
3368,0,,1,1,2,1,2,3,7,0.264022,0.27474,0,0.002112,0.002179,NaN,0,506,13,27,0,0.011023
2914,0,,1,1,2,1,2,3,7,0.269646,0.279978,0,0.001199,0.000958,NaN,0,506,1,5,0,0.005341
2906,0,,1,1,2,1,2,3,7,0.269646,0.279978,0,0.001199,0.000958,NaN,0,506,1,5,0,0.005341
2577,0,,1,2,3,1,2,3,7,0.269996,0.280525,0.000006,0.001199,0.001007,NaN,0,506,11,5,0,0.005341
2979,0,,1,2,3,1,2,3,7,0.23941,0.246128,0,0.000217,0.002234,NaN,0,506,14,74,0,0.001197
2579,0,,1,2,3,1,2,3,7,0.282878,0.293411,0.000002,0.000194,0.002704,NaN,0,506,14,3,0,0.001176
3102,0,,1,2,3,1,2,3,8,0.234056,0.243194,0,0.00025,0.000341,NaN,0,506,12,74,0.5,0.001664
3406,0,,1,1,2,1,2,3,7,0.240162,0.247967,0,0.000445,0.000682,NaN,0,506,3,16,0,0.003162
2851,0,,1,1,2,1,2,3,7,0.258753,0.267195,0,0.001201,0.001261,NaN,0,506,14,103,0,0.006528
2969,0,,1,1,2,1,2,3,7,0.248508,0.257384,0,0.000302,0.000301,NaN,0,506,1,70,0,0.001778
2761,0,,1,1,2,1,2,3,7,0.265669,0.275209,0,0.00095,0.000971,NaN,0,506,13,11,0,0.005418
2723,0,,1,1,2,1,2,3,7,0.256188,0.264659,0,0.00077,0.00059,NaN,0,506,8,58,0,0.003495
2675,0,,1,2,3,1,2,3,7,0.256275,0.264926,0.0001,0.00077,0.000591,NaN,0,506,8,93,0,0.003495
2925,0,,1,2,3,1,2,3,8,0.238891,0.246142,0.000001,0.000287,0.000758,NaN,0,506,11,86,0,0.002894
3331,0,,1,2,3,1,2,3,7,0.26291,0.272459,0,0.000817,0.001687,NaN,0,506,13,45,0.5,0.004502
2481,0,,1,2,3,1,2,3,7,0.250736,0.259642,0.000001,0.000356,0.000704,NaN,0,506,6,52,0,0.002635
3415,0,,1,1,2,1,2,3,7,0.274064,0.284984,0,0.002747,0.002283,NaN,0,506,8,7,0,0.011404
2610,0,,1,1,2,1,2,3,7,0.251325,0.258759,0,0.000656,0.000553,NaN,0,506,2,11,0,0.003173
3220,0,,1,1,2,1,2,3,7,0.260208,0.270431,0,0.001024,0.001016,NaN,0,506,13,22,0,0.00553
3213,0,,1,1,2,1,2,3,7,0.260208,0.270431,0,0.001024,0.001016,NaN,0,506,13,22,0,0.00553
2933,0,,1,1,2,1,2,3,7,0.267605,0.277421,0,0.001004,0.001076,NaN,0,506,1,83,0,0.006005
2931,0,,1,1,2,1,2,3,7,0.267605,0.277421,0,0.001004,0.001076,NaN,0,506,1,83,0,0.006005
3267,0,,1,2,3,1,2,3,7,0.257384,0.266232,0.000001,0.001054,0.001094,NaN,0,506,11,27,0,0.005195
2507,0,,1,1,2,1,2,3,7,0.241353,0.248699,0,0.000247,0.00031,NaN,0,506,2,17,0,0.001877
2568,0,,1,1,2,1,2,3,7,0.257172,0.264706,0,0.000799,0.000864,NaN,0,506,8,85,0,0.00451
3389,0,,1,1,2,1,2,3,7,0.240331,0.247991,0,0.000663,0.000614,NaN,0,506,13,34,0,0.002892
3094,0,,1,1,2,1,2,3,7,0.238207,0.245419,0,0.00044,0.000405,NaN,0,506,14,50,0,0.00215
3115,0,,1,1,2,1,2,3,7,0.221742,0.22693,0,0.000068,0.000151,NaN,0,506,2,43,0,0.000901
3277,0,,1,1,2,1,2,3,7,0.235972,0.245124,0,0.00015,0.000152,NaN,0,506,1,5,0,0.000997
2971,0,,1,2,3,1,2,3,7,0.236002,0.245302,0.000228,0.00015,0.000152,NaN,0,506,1,5,0,0.000997
3117,0,,1,1,2,1,2,3,7,0.282047,0.29511,0,0.003861,0.003726,NaN,0,506,7,6,0,0.019688
2963,0,,1,1,2,1,2,3,7,0.282047,0.29511,0,0.003861,0.003726,NaN,0,506,7,6,0,0.019688
2924,0,,1,1,2,1,2,3,7,0.282047,0.29511,0,0.003861,0.003726,NaN,0,506,7,6,0,0.019688
3114,0,,1,1,2,1,2,3,7,0.256223,0.265523,0,0.000655,0.000772,NaN,0,506,3,16,0,0.003883
2790,0,,1,2,3,1,2,3,7,0.256451,0.265518,0.000228,0.000581,0.000678,NaN,0,506,1,63,0,0.003768
3190,0,,1,1,2,1,2,3,7,0.227546,0.233476,0,0.000115,0.000158,NaN,0,506,3,90,0,0.000619
2661,0,,1,1,2,1,2,3,7,0.23569,0.241655,0,0.000173,0.000202,NaN,0,506,2,17,0,0.001247
3325,0,,1,1,2,1,2,3,7,0.240825,0.248081,0,0.000444,0.000463,NaN,0,506,3,10,0,0.002448
3007,0,,1,2,3,1,2,3,7,0.25087,0.258285,0,0.000634,0.000732,NaN,0,506,7,50,0,0.002582
2617,0,,1,1,2,1,2,3,8,0.183093,0.186494,0,0.000002,0.000001,NaN,0,506,6,52,0,0.000074
2616,0,,1,1,2,1,2,3,8,0.183093,0.186494,0,0.000002,0.000001,NaN,0,506,6,52,0,0.000074
2599,0,,1,2,3,1,2,3,8,0.212162,0.217152,0.000001,0.000031,0.000003,NaN,0,506,6,89,0,0.000058
2555,0,,1,2,3,1,2,3,8,0.19795,0.202134,0.000102,0.000008,0.000038,NaN,0,506,2,93,0,0.000235
2538,0,,1,1,2,1,2,3,7,0.239318,0.245211,0,0.000287,0.000268,NaN,0,506,15,0,0,0.001539
2901,0,,1,1,2,1,2,3,7,0.238011,0.24663,0,0.000188,0.00015,NaN,0,506,1,52,0,0.000916
2569,0,,1,1,2,1,2,3,8,0.219894,0.225227,0,0.00006,0.000053,NaN,0,506,8,102,0,0.000382
2554,0,,1,1,2,1,2,3,7,0.22575,0.231141,0,0.000074,0.000068,NaN,0,506,2,79,0,0.000475
3207,0,,1,1,2,1,2,3,8,0.2006,0.20528,0,0.000014,0.000013,NaN,0,506,13,17,0,0.000109
3188,0,,1,1,2,1,2,3,7,0.224923,0.231897,0,0.00023,0.000215,NaN,0,506,15,15,0,0.001222
2573,0,,1,1,2,1,2,3,10,0.146861,0.148962,0,0,0,NaN,0,506,97,70,0,0.000046
3168,0,,1,1,2,1,2,3,7,0.233211,0.239996,0,0.000204,0.000194,NaN,0,506,13,96,0,0.001102
3315,0,,1,2,3,1,2,3,8,0.216652,0.222911,0,0.000003,0.000077,NaN,0,506,14,74,1,0.000053
